asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes
xrp,xrp:1785075300000,1785075300000,1785076200000,2026-07-26T14:15:00Z,DOWN,NO,,1.0968,official-venue-resolution,f,f,f
bnb,bnb:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,UP,YES,,571.79,official-venue-resolution,f,f,f
btc,btc:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,UP,YES,,64635.89,official-venue-resolution,f,f,f
doge,doge:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,UP,YES,,0.0728888,official-venue-resolution,f,f,f
eth,eth:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,UP,YES,,1894.9,official-venue-resolution,f,f,f
hype,hype:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,DOWN,NO,,58.6448,official-venue-resolution,f,f,f
sol,sol:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,UP,YES,,74.9307,official-venue-resolution,f,f,f
xrp,xrp:1785076200000,1785076200000,1785077100000,2026-07-26T14:30:00Z,DOWN,NO,,1.0962,official-venue-resolution,f,f,f
bnb,bnb:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,572.36,official-venue-resolution,f,f,f
btc,btc:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,64660.26,official-venue-resolution,f,f,f
doge,doge:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,0.0729209,official-venue-resolution,f,f,f
eth,eth:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,1897.26,official-venue-resolution,f,f,f
hype,hype:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,58.7517,official-venue-resolution,f,f,f
sol,sol:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,75.008,official-venue-resolution,f,f,f
xrp,xrp:1785077100000,1785077100000,1785078000000,2026-07-26T14:45:00Z,UP,YES,,1.0991,official-venue-resolution,f,f,f
bnb,bnb:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,UP,NO,,572.33,official-venue-resolution,t,f,t
btc,btc:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,DOWN,NO,,64621.44,official-venue-resolution,f,f,f
doge,doge:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,DOWN,NO,,0.072861,official-venue-resolution,f,f,f
eth,eth:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,UP,YES,,1897.89,official-venue-resolution,f,f,f
hype,hype:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,UP,YES,,59.0617,official-venue-resolution,f,f,f
sol,sol:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,DOWN,NO,,74.9357,official-venue-resolution,f,f,f
xrp,xrp:1785078000000,1785078000000,1785078900000,2026-07-26T15:00:00Z,UP,YES,,1.0996,official-venue-resolution,f,f,f
bnb,bnb:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,572.68,official-venue-resolution,f,f,f
btc,btc:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,64702.75,official-venue-resolution,f,f,f
doge,doge:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,0.0730027,official-venue-resolution,f,f,f
eth,eth:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,1905.47,official-venue-resolution,f,f,f
hype,hype:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,DOWN,NO,,59.0347,official-venue-resolution,f,f,f
sol,sol:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,75.1742,official-venue-resolution,f,f,f
xrp,xrp:1785078900000,1785078900000,1785079800000,2026-07-26T15:15:00Z,UP,YES,,1.1019,official-venue-resolution,f,f,f
bnb,bnb:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,573.03,official-venue-resolution,f,f,f
btc,btc:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,64745.96,official-venue-resolution,f,f,f
doge,doge:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,0.0730826,official-venue-resolution,f,f,f
eth,eth:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,1913.39,official-venue-resolution,f,f,f
hype,hype:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,DOWN,NO,,58.9136,official-venue-resolution,f,f,f
sol,sol:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,75.3072,official-venue-resolution,f,f,f
xrp,xrp:1785079800000,1785079800000,1785080700000,2026-07-26T15:30:00Z,UP,YES,,1.103,official-venue-resolution,f,f,f
bnb,bnb:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,UP,YES,,573.45,official-venue-resolution,f,f,f
btc,btc:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,DOWN,NO,,64712.31,official-venue-resolution,f,f,f
doge,doge:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,DOWN,NO,,0.0730366,official-venue-resolution,f,f,f
eth,eth:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,DOWN,YES,,1913.84,official-venue-resolution,t,t,f
hype,hype:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,UP,YES,,58.9945,official-venue-resolution,f,f,f
sol,sol:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,UP,YES,,75.4307,official-venue-resolution,f,f,f
xrp,xrp:1785080700000,1785080700000,1785081600000,2026-07-26T15:45:00Z,UP,YES,,1.104,official-venue-resolution,f,f,f
bnb,bnb:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,572.78,official-venue-resolution,f,f,f
btc,btc:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,64663.1,official-venue-resolution,f,f,f
doge,doge:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,0.0729807,official-venue-resolution,f,f,f
eth,eth:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,1908.99,official-venue-resolution,f,f,f
hype,hype:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,UP,YES,,59.075,official-venue-resolution,f,f,f
sol,sol:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,75.3787,official-venue-resolution,f,f,f
xrp,xrp:1785081600000,1785081600000,1785082500000,2026-07-26T16:00:00Z,DOWN,NO,,1.1018,official-venue-resolution,f,f,f
bnb,bnb:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,573.29,official-venue-resolution,f,f,f
btc,btc:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,64735.64,official-venue-resolution,f,f,f
doge,doge:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,0.0731951,official-venue-resolution,f,f,f
eth,eth:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,1918.01,official-venue-resolution,f,f,f
hype,hype:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,59.4498,official-venue-resolution,f,f,f
sol,sol:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,75.6138,official-venue-resolution,f,f,f
xrp,xrp:1785082500000,1785082500000,1785083400000,2026-07-26T16:15:00Z,UP,YES,,1.1041,official-venue-resolution,f,f,f
bnb,bnb:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,573.13,official-venue-resolution,f,f,f
btc,btc:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,UP,YES,,64769.95,official-venue-resolution,f,f,f
doge,doge:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,0.0731146,official-venue-resolution,f,f,f
eth,eth:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,1917.68,official-venue-resolution,f,f,f
hype,hype:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,59.4196,official-venue-resolution,f,f,f
sol,sol:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,75.5917,official-venue-resolution,f,f,f
xrp,xrp:1785083400000,1785083400000,1785084300000,2026-07-26T16:30:00Z,DOWN,NO,,1.1032,official-venue-resolution,f,f,f
bnb,bnb:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,UP,NO,,572.89,official-venue-resolution,t,f,t
btc,btc:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,DOWN,NO,,64688.58,official-venue-resolution,f,f,f
doge,doge:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,DOWN,NO,,0.0730526,official-venue-resolution,f,f,f
eth,eth:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,DOWN,NO,,1915.16,official-venue-resolution,f,f,f
hype,hype:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,UP,YES,,59.4357,official-venue-resolution,f,f,f
sol,sol:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,DOWN,NO,,75.4887,official-venue-resolution,f,f,f
xrp,xrp:1785084300000,1785084300000,1785085200000,2026-07-26T16:45:00Z,DOWN,NO,,1.1026,official-venue-resolution,f,f,f
bnb,bnb:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,UP,YES,,573.31,official-venue-resolution,f,f,f
btc,btc:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,UP,YES,,64712.86,official-venue-resolution,f,f,f
doge,doge:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,UP,YES,,0.0730606,official-venue-resolution,f,f,f
eth,eth:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,UP,YES,,1915.96,official-venue-resolution,f,f,f
hype,hype:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,DOWN,NO,,59.3942,official-venue-resolution,f,f,f
sol,sol:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,UP,YES,,75.5032,official-venue-resolution,f,f,f
xrp,xrp:1785085200000,1785085200000,1785086100000,2026-07-26T17:00:00Z,DOWN,NO,,1.102,official-venue-resolution,f,f,f
bnb,bnb:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,572.79,official-venue-resolution,f,f,f
btc,btc:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,64664.3,official-venue-resolution,f,f,f
doge,doge:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,UP,YES,,0.0730814,official-venue-resolution,f,f,f
eth,eth:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,1913.04,official-venue-resolution,f,f,f
hype,hype:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,59.1958,official-venue-resolution,f,f,f
sol,sol:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,75.2745,official-venue-resolution,f,f,f
xrp,xrp:1785086100000,1785086100000,1785087000000,2026-07-26T17:15:00Z,DOWN,NO,,1.1009,official-venue-resolution,f,f,f
bnb,bnb:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,UP,NO,,572.58,official-venue-resolution,t,f,t
btc,btc:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,DOWN,NO,,64631.51,official-venue-resolution,f,f,f
doge,doge:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,UP,YES,,0.0731289,official-venue-resolution,f,f,f
eth,eth:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,DOWN,NO,,1910.91,official-venue-resolution,f,f,f
hype,hype:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,DOWN,NO,,59.1539,official-venue-resolution,f,f,f
sol,sol:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,UP,YES,,75.3258,official-venue-resolution,f,f,f
xrp,xrp:1785087000000,1785087000000,1785087900000,2026-07-26T17:30:00Z,UP,YES,,1.1012,official-venue-resolution,f,f,f
bnb,bnb:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,DOWN,NO,,572.39,official-venue-resolution,f,f,f
btc,btc:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,UP,YES,,64633.15,official-venue-resolution,f,f,f
doge,doge:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,DOWN,NO,,0.0730613,official-venue-resolution,f,f,f
eth,eth:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,DOWN,NO,,1910.51,official-venue-resolution,f,f,f
hype,hype:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,UP,YES,,59.1858,official-venue-resolution,f,f,f
sol,sol:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,UP,NO,,75.3222,official-venue-resolution,t,f,t
xrp,xrp:1785087900000,1785087900000,1785088800000,2026-07-26T17:45:00Z,DOWN,YES,,1.1012,official-venue-resolution,t,t,f
bnb,bnb:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,NO,,572.25,official-venue-resolution,f,f,f
btc,btc:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,YES,,64643.77,official-venue-resolution,t,t,f
doge,doge:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,NO,,0.0727809,official-venue-resolution,f,f,f
eth,eth:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,UP,YES,,1911.56,official-venue-resolution,f,f,f
hype,hype:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,NO,,59.12,official-venue-resolution,f,f,f
sol,sol:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,NO,,75.2813,official-venue-resolution,f,f,f
xrp,xrp:1785088800000,1785088800000,1785089700000,2026-07-26T18:00:00Z,DOWN,NO,,1.1005,official-venue-resolution,f,f,f
bnb,bnb:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,DOWN,NO,,571.95,official-venue-resolution,f,f,f
btc,btc:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,UP,NO,,64636.12,official-venue-resolution,t,f,t
doge,doge:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,UP,NO,,0.0727728,official-venue-resolution,t,f,t
eth,eth:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,UP,YES,,1911.82,official-venue-resolution,f,f,f
hype,hype:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,DOWN,NO,,59.0848,official-venue-resolution,f,f,f
sol,sol:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,UP,YES,,75.2947,official-venue-resolution,f,f,f
xrp,xrp:1785089700000,1785089700000,1785090600000,2026-07-26T18:15:00Z,UP,YES,,1.1005,official-venue-resolution,f,f,f
bnb,bnb:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,UP,YES,,572.55,official-venue-resolution,f,f,f
btc,btc:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,UP,YES,,64653.93,official-venue-resolution,f,f,f
doge,doge:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,DOWN,NO,,0.0727102,official-venue-resolution,f,f,f
eth,eth:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,UP,YES,,1912.32,official-venue-resolution,f,f,f
hype,hype:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,DOWN,NO,,59.0465,official-venue-resolution,f,f,f
sol,sol:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,UP,YES,,75.3203,official-venue-resolution,f,f,f
xrp,xrp:1785090600000,1785090600000,1785091500000,2026-07-26T18:30:00Z,UP,YES,,1.1009,official-venue-resolution,f,f,f
bnb,bnb:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,DOWN,YES,,572.85,official-venue-resolution,t,t,f
btc,btc:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,UP,YES,,64685.8,official-venue-resolution,f,f,f
doge,doge:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,DOWN,NO,,0.0726659,official-venue-resolution,f,f,f
eth,eth:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,UP,YES,,1913.3,official-venue-resolution,f,f,f
hype,hype:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,DOWN,NO,,59.0191,official-venue-resolution,f,f,f
sol,sol:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,UP,YES,,75.35,official-venue-resolution,f,f,f
xrp,xrp:1785091500000,1785091500000,1785092400000,2026-07-26T18:45:00Z,UP,YES,,1.1022,official-venue-resolution,f,f,f
bnb,bnb:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,UP,NO,,572.63,official-venue-resolution,t,f,t
btc,btc:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,64626.7,official-venue-resolution,f,f,f
doge,doge:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,0.0725545,official-venue-resolution,f,f,f
eth,eth:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,1911.27,official-venue-resolution,f,f,f
hype,hype:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,58.9539,official-venue-resolution,f,f,f
sol,sol:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,75.2283,official-venue-resolution,f,f,f
xrp,xrp:1785092400000,1785092400000,1785093300000,2026-07-26T19:00:00Z,DOWN,NO,,1.1009,official-venue-resolution,f,f,f
bnb,bnb:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,572.95,official-venue-resolution,f,f,f
btc,btc:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,64664.65,official-venue-resolution,f,f,f
doge,doge:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,0.0725563,official-venue-resolution,f,f,f
eth,eth:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,1912.53,official-venue-resolution,f,f,f
hype,hype:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,DOWN,NO,,58.8325,official-venue-resolution,f,f,f
sol,sol:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,75.245,official-venue-resolution,f,f,f
xrp,xrp:1785093300000,1785093300000,1785094200000,2026-07-26T19:15:00Z,UP,YES,,1.1018,official-venue-resolution,f,f,f
bnb,bnb:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,UP,YES,,573.05,official-venue-resolution,f,f,f
btc,btc:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,UP,YES,,64672.74,official-venue-resolution,f,f,f
doge,doge:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,DOWN,NO,,0.0725515,official-venue-resolution,f,f,f
eth,eth:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,UP,YES,,1913.79,official-venue-resolution,f,f,f
hype,hype:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,UP,YES,,58.9744,official-venue-resolution,f,f,f
sol,sol:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,DOWN,NO,,75.2382,official-venue-resolution,f,f,f
xrp,xrp:1785094200000,1785094200000,1785095100000,2026-07-26T19:30:00Z,DOWN,NO,,1.1017,official-venue-resolution,f,f,f
bnb,bnb:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,UP,YES,,573.2,official-venue-resolution,f,f,f
btc,btc:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,DOWN,NO,,64646.88,official-venue-resolution,f,f,f
doge,doge:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,UP,YES,,0.0726042,official-venue-resolution,f,f,f
eth,eth:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,DOWN,NO,,1912.92,official-venue-resolution,f,f,f
hype,hype:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,UP,YES,,59.0124,official-venue-resolution,f,f,f
sol,sol:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,UP,YES,,75.282,official-venue-resolution,f,f,f
xrp,xrp:1785095100000,1785095100000,1785096000000,2026-07-26T19:45:00Z,UP,NO,,1.1015,official-venue-resolution,t,f,t
bnb,bnb:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,DOWN,NO,,573.02,official-venue-resolution,f,f,f
btc,btc:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,UP,NO,,64644.8,official-venue-resolution,t,f,t
doge,doge:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,UP,YES,,0.072644,official-venue-resolution,f,f,f
eth,eth:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,DOWN,NO,,1911.9,official-venue-resolution,f,f,f
hype,hype:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,DOWN,NO,,58.8809,official-venue-resolution,f,f,f
sol,sol:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,UP,YES,,75.308,official-venue-resolution,f,f,f
xrp,xrp:1785096000000,1785096000000,1785096900000,2026-07-26T20:00:00Z,DOWN,NO,,1.1014,official-venue-resolution,f,f,f
bnb,bnb:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,DOWN,NO,,572.86,official-venue-resolution,f,f,f
btc,btc:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,DOWN,NO,,64597.53,official-venue-resolution,f,f,f
doge,doge:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,UP,YES,,0.0727048,official-venue-resolution,f,f,f
eth,eth:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,UP,YES,,1911.92,official-venue-resolution,f,f,f
hype,hype:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,UP,YES,,58.9311,official-venue-resolution,f,f,f
sol,sol:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,UP,YES,,75.3168,official-venue-resolution,f,f,f
xrp,xrp:1785096900000,1785096900000,1785097800000,2026-07-26T20:15:00Z,DOWN,NO,,1.1009,official-venue-resolution,f,f,f
bnb,bnb:1785097800000,1785097800000,1785098700000,2026-07-26T20:30:00Z,DOWN,YES,,572.86,official-venue-resolution,t,t,f
